cut_id,movie_id,shot_left_idx,shot_right_idx,y,v15_score,logistic_score,raw_dino_cosine_score,hsv_score,clip_score,cos_sim,left_img0_path,left_img1_path,left_img2_path,right_img0_path,right_img1_path,right_img2_path
tt0117060_0354,tt0117060,354,355,1,0.00043321296,0.01471678354528337,0.37980682,0.5974256887807987,0.20552271604537964,0.6201932,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0117060/shot_0354_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0117060/shot_0354_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0117060/shot_0354_img_2.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0117060/shot_0355_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0117060/shot_0355_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0117060/shot_0355_img_2.jpg
tt0190332_1580,tt0190332,1580,1581,1,0.00044288882,0.01021140753015293,0.22901058,0.10354661176374438,0.10907375812530518,0.7709894,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0190332/shot_1580_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0190332/shot_1580_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0190332/shot_1580_img_2.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0190332/shot_1581_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0190332/shot_1581_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0190332/shot_1581_img_2.jpg
tt0117060_0072,tt0117060,72,73,1,0.00090203783,0.005164668781392543,0.20870203,0.15642898582383943,0.04115903377532959,0.791298,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0117060/shot_0072_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0117060/shot_0072_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0117060/shot_0072_img_2.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0117060/shot_0073_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0117060/shot_0073_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0117060/shot_0073_img_2.jpg
tt1707386_0048,tt1707386,48,49,1,0.0014836362,0.019980828665422314,0.4119867,0.33603160890158407,0.2131803035736084,0.5880133,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt1707386/shot_0048_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt1707386/shot_0048_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt1707386/shot_0048_img_2.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt1707386/shot_0049_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt1707386/shot_0049_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt1707386/shot_0049_img_2.jpg
tt0107290_0775,tt0107290,775,776,1,0.0019278794,0.01517262478266483,0.44502306,0.39442062948229173,0.08564049005508423,0.55497694,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0107290/shot_0775_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0107290/shot_0775_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0107290/shot_0775_img_2.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0107290/shot_0776_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0107290/shot_0776_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0107290/shot_0776_img_2.jpg
tt0107290_0664,tt0107290,664,665,1,0.002161929,0.009011847377538757,0.455494,0.3332639520949915,0.09536278247833252,0.544506,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0107290/shot_0664_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0107290/shot_0664_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0107290/shot_0664_img_2.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0107290/shot_0665_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0107290/shot_0665_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0107290/shot_0665_img_2.jpg
tt0124315_0834,tt0124315,834,835,1,0.0023147683,0.06893126412482795,0.07834202,0.04423529024307527,0.030260026454925537,0.921658,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0124315/shot_0834_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0124315/shot_0834_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0124315/shot_0834_img_2.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0124315/shot_0835_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0124315/shot_0835_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0124315/shot_0835_img_2.jpg
tt0112573_2268,tt0112573,2268,2269,1,0.002601465,0.008778198540811643,0.4277088,0.5531358424107886,0.2120940089225769,0.5722912,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0112573/shot_2268_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0112573/shot_2268_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0112573/shot_2268_img_2.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0112573/shot_2269_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0112573/shot_2269_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0112573/shot_2269_img_2.jpg
tt0113277_0711,tt0113277,711,712,1,0.0027079065,0.030089600251879713,0.58908415,0.41229739252329023,0.20784693956375122,0.41091585,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0113277/shot_0711_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0113277/shot_0711_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0113277/shot_0711_img_2.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0113277/shot_0712_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0113277/shot_0712_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt0113277/shot_0712_img_2.jpg
tt2024544_0050,tt2024544,50,51,1,0.0028389574,0.04606043087458584,0.25199926,0.07653692809737732,0.14929360151290894,0.74800074,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt2024544/shot_0050_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt2024544/shot_0050_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt2024544/shot_0050_img_2.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt2024544/shot_0051_img_0.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt2024544/shot_0051_img_1.jpg,/mnt/disks/splice-data/datasets/movienet/240P_frames/tt2024544/shot_0051_img_2.jpg
